ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000001.SH,20120104,2169.39,2211.995,2217.52,2168.644,2199.417,-30.027,-1.3652,49245537,40632918.5
000001.SH,20120105,2148.452,2160.898,2183.404,2145.556,2169.39,-20.938,-0.9652,58743447,46603965.32
000001.SH,20120106,2163.395,2148.147,2164.322,2132.626,2148.452,14.943,0.6955,50583054,39465868.15
000001.SH,20120109,2225.89,2164.741,2226.218,2148.453,2163.395,62.495,2.8887,76759839,62132963.47
000001.SH,20120110,2285.744,2221.832,2288.628,2218.275,2225.89,59.854,2.689,109585415,91045903.38
000001.SH,20120111,2276.046,2282.913,2290.644,2265.185,2285.744,-9.698,-0.4243,84441781,74264707.83
000001.SH,20120112,2275.01,2268.739,2295.224,2265.256,2276.046,-1.036,-0.0455,71569994,63945881.03
000001.SH,20120113,2244.58,2277.08,2281.532,2225.736,2275.01,-30.43,-1.3376,71474322,64030025.66
000001.SH,20120116,2206.193,2230.433,2241.259,2206.045,2244.58,-38.387,-1.7102,45859522,42884791.21
000001.SH,20120117,2298.376,2206.531,2298.376,2196.117,2206.193,92.183,4.1784,87803560,77406846.62
000001.SH,20120118,2266.384,2298.834,2311.579,2257.898,2298.376,-31.992,-1.3919,89940422,80655237.04
000001.SH,20120119,2296.075,2266.076,2305.707,2259.337,2266.384,29.691,1.3101,72498861,63886737.69
000001.SH,20120120,2319.118,2300.5,2322.891,2293.893,2296.075,23.043,1.0036,69922753,62906415.73
000001.SH,20120130,2285.038,2324.493,2324.493,2284.291,2319.118,-34.08,-1.4695,58413687,51868459.38
000001.SH,20120131,2292.61,2285.954,2296.384,2277.056,2285.038,7.572,0.3314,48738325,43777519.94
000001.SH,20120201,2268.08,2288.066,2305.863,2263.342,2292.61,-24.53,-1.07,53553811,48554972.31
000001.SH,20120202,2312.556,2273.85,2312.556,2268.687,2268.08,44.476,1.961,63471872,57682360.38
000001.SH,20120203,2330.405,2306.656,2336.267,2300.982,2312.556,17.849,0.7718,78943697,70249339.9
000001.SH,20120206,2331.136,2334.248,2341.575,2317.422,2330.405,0.731,0.0314,75734477,67305626.6
000001.SH,20120207,2291.902,2319.421,2319.708,2278.825,2331.136,-39.234,-1.683,67326906,58091080.37
000001.SH,20120208,2347.53,2291.812,2350.965,2286.819,2291.902,55.628,2.4272,87114528,80885696.8
000001.SH,20120209,2349.589,2344.224,2363.613,2333.935,2347.53,2.059,0.0877,98032325,89658695.59
000001.SH,20120210,2351.981,2342.011,2368.979,2339.885,2349.589,2.392,0.1018,96501619,82222468.07
000001.SH,20120213,2351.855,2332.055,2365.339,2325.028,2351.981,-0.126,-0.0054,86263585,77715389.64
000001.SH,20120214,2344.771,2348.877,2352.469,2332.247,2351.855,-7.084,-0.3012,73130413,66294933.78
000001.SH,20120215,2366.702,2340.455,2374.282,2335.101,2344.771,21.931,0.9353,98861021,87632869.28
000001.SH,20120216,2356.86,2363.897,2373.804,2342.073,2366.702,-9.842,-0.4159,95051169,83758449.95
000001.SH,20120217,2357.181,2366.63,2372.512,2344.76,2356.86,0.321,0.0136,71924839,65121696.78
000001.SH,20120220,2363.597,2383.686,2388.009,2362.012,2357.181,6.416,0.2722,88911586,82306945.83
000001.SH,20120221,2381.43,2365.487,2382.146,2345.053,2363.597,17.833,0.7545,79348669,74538521.27
000001.SH,20120222,2403.587,2380.504,2404.442,2374.03,2381.43,22.157,0.9304,118684269,109092241.3
000001.SH,20120223,2409.554,2401.738,2416.805,2396.71,2403.587,5.967,0.2483,112553593,105469685.1
000001.SH,20120224,2439.628,2410.881,2439.977,2405.274,2409.554,30.074,1.2481,134903249,121550205.5
000001.SH,20120227,2447.057,2447.406,2478.375,2444.629,2439.628,7.429,0.3045,158073244,144685593.3
000001.SH,20120228,2451.857,2440.914,2458.651,2431.828,2447.057,4.8,0.1962,118361993,107000289.1
000001.SH,20120229,2428.487,2446.228,2453.067,2426.329,2451.857,-23.37,-0.9532,95536952,91908381.83
000001.SH,20120301,2426.115,2418.788,2437.874,2418.334,2428.487,-2.372,-0.0977,75083289,71067886.56
000001.SH,20120302,2460.693,2430.098,2461.121,2430.098,2426.115,34.578,1.4252,103228378,96453866.92
000001.SH,20120305,2445.002,2464.849,2469.841,2442.115,2460.693,-15.691,-0.6377,112693326,107604373.4
000001.SH,20120306,2410.445,2439.779,2442.001,2406.056,2445.002,-34.557,-1.4134,103709012,100674336
000001.SH,20120307,2394.794,2391.203,2413.695,2388.519,2410.445,-15.651,-0.6493,94790636,91730684.73
000001.SH,20120308,2420.276,2401.102,2426.698,2401.102,2394.794,25.482,1.0641,96782134,93410826.91
000001.SH,20120309,2439.462,2425.885,2440.511,2414.966,2420.276,19.186,0.7927,100624055,100411480.2
000001.SH,20120312,2434.859,2438.546,2440.857,2420.84,2439.462,-4.603,-0.1887,106223059,108158111.4
000001.SH,20120313,2455.795,2432.843,2457.22,2428.609,2434.859,20.936,0.8598,104649712,102576931.9
000001.SH,20120314,2391.23,2464.915,2476.216,2382.836,2455.795,-64.565,-2.6291,179786029,170736655.2
000001.SH,20120315,2373.774,2388.063,2403.742,2366.024,2391.23,-17.456,-0.73,120025499,112260876.5
000001.SH,20120316,2404.736,2377.757,2406.148,2368.311,2373.774,30.962,1.3043,103675622,102406003.3
000001.SH,20120319,2410.184,2401.217,2412.336,2383.674,2404.736,5.448,0.2266,102153490,102981667.5
000001.SH,20120320,2376.839,2407.542,2407.542,2376.031,2410.184,-33.345,-1.3835,97903935,94620915.24
000001.SH,20120321,2378.195,2384.709,2396.722,2361.222,2376.839,1.356,0.0571,95686538,94949639.34
000001.SH,20120322,2375.772,2376.991,2386.099,2364.13,2378.195,-2.423,-0.1019,79348880,76900869.34
000001.SH,20120323,2349.539,2369.077,2371.263,2342.12,2375.772,-26.233,-1.1042,76862139,74138712.97
000001.SH,20120326,2350.599,2349.086,2357.996,2339.141,2349.539,1.06,0.0451,55427733,54051832.91
000001.SH,20120327,2347.179,2358.545,2363.766,2344.304,2350.599,-3.42,-0.1455,60881116,65159971.55
000001.SH,20120328,2284.881,2341.003,2341.42,2281.433,2347.179,-62.298,-2.6542,83645283,78231139.05
000001.SH,20120329,2252.16,2276.74,2280.958,2242.345,2284.881,-32.721,-1.4321,74248084,68018095.5
000001.SH,20120330,2262.788,2256.042,2266.208,2246.245,2252.16,10.628,0.4719,62024147,55962029.86
000001.SH,20120405,2302.241,2258.031,2303.824,2251.393,2262.788,39.453,1.7436,80101456,74602339.78
000001.SH,20120406,2306.553,2299.055,2309.64,2291.559,2302.241,4.312,0.1873,72136521,68863352.29
000001.SH,20120409,2285.777,2300.051,2304.65,2284.442,2306.553,-20.776,-0.9007,59760639,55129724.46
000001.SH,20120410,2305.863,2281.024,2306.387,2258.853,2285.777,20.086,0.8787,67345526,63133960.65
000001.SH,20120411,2308.925,2286.716,2319.053,2280.035,2305.863,3.062,0.1328,75130070,67516502.99
000001.SH,20120412,2350.864,2310.484,2351.055,2307.841,2308.925,41.939,1.8164,97687895,87315827
000001.SH,20120413,2359.161,2351.513,2369.701,2346.944,2350.864,8.297,0.3529,98774414,92321434.04
000001.SH,20120416,2357.026,2346.307,2364.111,2342.199,2359.161,-2.135,-0.0905,85322682,73752833.49
000001.SH,20120417,2334.985,2355.369,2363.013,2333.341,2357.026,-22.041,-0.9351,84688445,72470714.42
000001.SH,20120418,2380.848,2341.135,2383.64,2337.857,2334.985,45.863,1.9642,108612544,93123038.36
000001.SH,20120419,2378.634,2378.632,2386.978,2369.459,2380.848,-2.214,-0.093,94272421,89960919.58
000001.SH,20120420,2406.863,2374.662,2407.294,2372.13,2378.634,28.229,1.1868,115522062,101772111.7
000001.SH,20120423,2388.588,2403.521,2411.51,2383.068,2406.863,-18.275,-0.7593,122907558,109412433.2
000001.SH,20120424,2388.834,2380.236,2415.749,2350.399,2388.588,0.246,0.0103,133722354,117494693.5
000001.SH,20120425,2406.813,2382.211,2411.421,2376.626,2388.834,17.979,0.7526,130972867,113070083.4
000001.SH,20120426,2404.697,2408.558,2414.754,2393.265,2406.813,-2.116,-0.0879,115529587,104823228.2
000001.SH,20120427,2396.316,2402.431,2408.42,2393.867,2404.697,-8.381,-0.3485,91228350,84016072.4
000001.SH,20120502,2438.436,2421.082,2446.35,2407.788,2396.316,42.12,1.7577,128006006,123975243.9
000001.SH,20120503,2440.08,2433.589,2441.953,2427.728,2438.436,1.644,0.0674,102248493,102185836.4
000001.SH,20120504,2452.014,2437.465,2453.731,2427.969,2440.08,11.934,0.4891,102204871,102378296
000001.SH,20120507,2451.947,2441.757,2451.947,2432.736,2452.014,-0.067,-0.0027,108830107,111395001.3
000001.SH,20120508,2448.884,2451.575,2451.598,2431.025,2451.947,-3.063,-0.1249,104855537,104969661.9
000001.SH,20120509,2408.587,2432.472,2432.472,2407.509,2448.884,-40.297,-1.6455,97902212,99521226.36
000001.SH,20120510,2410.23,2409.945,2419.121,2402.204,2408.587,1.643,0.0682,81698471,81054861.43
000001.SH,20120511,2394.983,2406.074,2415.977,2393.378,2410.23,-15.247,-0.6326,74863995,75815758.03
000001.SH,20120514,2380.725,2408.262,2411.272,2377.983,2394.983,-14.258,-0.5953,90526339,89364340.59
000001.SH,20120515,2374.843,2367.083,2376.594,2354.614,2380.725,-5.882,-0.2471,77922916,77334728.77
000001.SH,20120516,2346.192,2369.295,2372.032,2344.5,2374.843,-28.651,-1.2064,76733829,74181725.33
000001.SH,20120517,2378.886,2347.177,2383.306,2342.352,2346.192,32.694,1.3935,86870030,81458439.85
000001.SH,20120518,2344.52,2364.899,2369.598,2338.241,2378.886,-34.366,-1.4446,89689419,78956446.67
000001.SH,20120521,2348.3,2343.576,2360.386,2330.325,2344.52,3.78,0.1612,74840341,70052964.57
000001.SH,20120522,2373.307,2355.732,2374.056,2354.868,2348.3,25.007,1.0649,76779780,75374527.24
000001.SH,20120523,2363.437,2369.265,2378.077,2350.548,2373.307,-9.87,-0.4159,84216580,84886660.76
000001.SH,20120524,2350.973,2359.682,2373.057,2344.58,2363.437,-12.464,-0.5274,79206805,76840602.47
000001.SH,20120525,2333.553,2350.541,2355.808,2327.408,2350.973,-17.42,-0.741,74019252,68024547.81
000001.SH,20120528,2361.367,2325.317,2361.744,2309.072,2333.553,27.814,1.1919,94962105,86735892.42
000001.SH,20120529,2389.636,2361.003,2393.279,2358.374,2361.367,28.269,1.1971,117157725,111363644.3
000001.SH,20120530,2384.668,2385.392,2391.691,2378.133,2389.636,-4.968,-0.2079,89809793,84828401.3
000001.SH,20120531,2372.234,2370.007,2382.989,2362.314,2384.668,-12.434,-0.5214,77890228,75383460.18
000001.SH,20120601,2373.436,2373.224,2388.087,2365.442,2372.234,1.202,0.0507,77021923,77078144.8
