ts_code,open,trade_date,ts_date_id,label_final
000001.SZ,5.5256,20120210,100000022,0
000001.SZ,5.5223,20120213,100000023,0
000001.SZ,5.4762,20120214,100000024,0
000001.SZ,5.4565,20120215,100000025,0
000001.SZ,5.4664,20120216,100000026,0
000001.SZ,5.4401,20120217,100000027,0
000001.SZ,5.5058,20120220,100000028,0
000001.SZ,5.4203,20120221,100000029,0
000001.SZ,5.4236,20120222,100000030,0
000001.SZ,5.4664,20120223,100000031,0
000001.SZ,5.4894,20120224,100000032,0
000001.SZ,5.5585,20120227,100000033,0
000001.SZ,5.5683,20120228,100000034,0
000001.SZ,5.6802,20120229,100000035,0
000001.SZ,5.6177,20120301,100000036,0
000001.SZ,5.667,20120302,100000037,0
000001.SZ,5.7657,20120305,100000038,0
000001.SZ,5.6604,20120306,100000039,0
000001.SZ,5.5256,20120307,100000040,0
000001.SZ,5.565,20120308,100000041,0
000001.SZ,5.5585,20120309,100000042,0
000001.SZ,5.5519,20120312,100000043,0
000001.SZ,5.5091,20120313,100000044,0
000001.SZ,5.565,20120314,100000045,0
000001.SZ,5.4236,20120315,100000046,0
000001.SZ,5.3513,20120316,100000047,0
000001.SZ,5.3743,20120319,100000048,0
000001.SZ,5.3677,20120320,100000049,0
000001.SZ,5.3282,20120321,100000050,0
000001.SZ,5.2986,20120322,100000051,0
000001.SZ,5.2986,20120323,100000052,0
000001.SZ,5.269,20120326,100000053,0
000001.SZ,5.2986,20120327,100000054,0
000001.SZ,5.2822,20120328,100000055,0
000001.SZ,5.1901,20120329,100000056,0
000001.SZ,5.1408,20120330,100000057,0
000001.SZ,5.1671,20120405,100000058,0
000001.SZ,5.1638,20120406,100000059,0
000001.SZ,5.2296,20120409,100000060,0
000001.SZ,5.1704,20120410,100000061,0
000001.SZ,5.1572,20120411,100000062,0
000001.SZ,5.2098,20120412,100000063,0
000001.SZ,5.3776,20120413,100000064,0
000001.SZ,5.3249,20120416,100000065,0
000001.SZ,5.3085,20120417,100000066,0
000001.SZ,5.269,20120418,100000067,0
000001.SZ,5.3611,20120419,100000068,0
000001.SZ,5.3611,20120420,100000069,0
000002.SZ,5.7063,20120104,100010000,0
000002.SZ,5.5841,20120105,100010001,0
000002.SZ,5.5536,20120106,100010002,0
000002.SZ,5.4695,20120109,100010003,1
000002.SZ,5.6147,20120110,100010004,0
000002.SZ,5.7293,20120111,100010005,0
000002.SZ,5.6681,20120112,100010006,0
000002.SZ,5.7369,20120113,100010007,0
000002.SZ,5.6529,20120116,100010008,0
000002.SZ,5.6147,20120117,100010009,0
000002.SZ,5.7751,20120118,100010010,0
000002.SZ,5.7674,20120119,100010011,0
000002.SZ,5.9584,20120120,100010012,0
000002.SZ,5.9966,20120130,100010013,0
000002.SZ,5.7674,20120131,100010014,1
000002.SZ,5.8133,20120201,100010015,1
000002.SZ,5.798,20120202,100010016,1
000002.SZ,5.8515,20120203,100010017,1
000002.SZ,5.9355,20120206,100010018,1
000002.SZ,5.8056,20120207,100010019,1
000002.SZ,5.6681,20120208,100010020,1
000002.SZ,5.8056,20120209,100010021,1
000002.SZ,5.8973,20120210,100010022,1
000002.SZ,5.7751,20120213,100010023,1
000002.SZ,5.8438,20120214,100010024,1
000002.SZ,5.8438,20120215,100010025,1
000002.SZ,5.9431,20120216,100010026,1
000002.SZ,5.9966,20120217,100010027,1
000002.SZ,6.0501,20120220,100010028,0
000002.SZ,5.989,20120221,100010029,1
000002.SZ,6.0959,20120222,100010030,0
000002.SZ,6.264,20120223,100010031,0
000002.SZ,6.2563,20120224,100010032,0
000002.SZ,6.4932,20120227,100010033,0
000002.SZ,6.5695,20120228,100010034,0
000002.SZ,6.4168,20120229,100010035,0
000002.SZ,6.2945,20120301,100010036,0
000002.SZ,6.3404,20120302,100010037,0
000002.SZ,6.6536,20120305,100010038,0
000002.SZ,6.5008,20120306,100010039,0
000002.SZ,6.4168,20120307,100010040,0
000002.SZ,6.4397,20120308,100010041,0
000002.SZ,6.6077,20120309,100010042,0
000002.SZ,6.5161,20120312,100010043,0
000002.SZ,6.4397,20120313,100010044,0
000002.SZ,6.5543,20120314,100010045,0
000002.SZ,6.3327,20120315,100010046,0
000002.SZ,6.2869,20120316,100010047,0
000002.SZ,6.2793,20120319,100010048,0
000002.SZ,6.2563,20120320,100010049,0
000002.SZ,6.2793,20120321,100010050,0
000002.SZ,6.264,20120322,100010051,0
000002.SZ,6.2716,20120323,100010052,0
000002.SZ,6.1876,20120326,100010053,0
000002.SZ,6.1265,20120327,100010054,1
000002.SZ,6.1188,20120328,100010055,1
000002.SZ,6.1112,20120329,100010056,1
000002.SZ,6.2487,20120330,100010057,1
000002.SZ,6.2793,20120405,100010058,1
000002.SZ,6.4015,20120406,100010059,0
000002.SZ,6.3557,20120409,100010060,0
000002.SZ,6.2945,20120410,100010061,1
000004.SZ,8.17,20120104,100020000,0
000004.SZ,7.85,20120105,100020001,0
000004.SZ,7.46,20120106,100020002,1
000004.SZ,7.4,20120109,100020003,1
000004.SZ,7.75,20120110,100020004,1
000004.SZ,8.17,20120111,100020005,0
000004.SZ,8.05,20120112,100020006,1
000004.SZ,8.12,20120113,100020007,0
000004.SZ,7.85,20120116,100020008,1
000004.SZ,7.8,20120117,100020009,1
000004.SZ,8.06,20120118,100020010,1
000004.SZ,7.91,20120119,100020011,1
000004.SZ,8.09,20120120,100020012,1
000004.SZ,8.11,20120130,100020013,1
000004.SZ,8.1,20120131,100020014,1
000004.SZ,8.27,20120201,100020015,1
000004.SZ,8.2,20120202,100020016,1
000004.SZ,8.52,20120203,100020017,1
000004.SZ,8.75,20120206,100020018,1
000004.SZ,8.62,20120207,100020019,1
000004.SZ,8.35,20120208,100020020,1
000004.SZ,8.59,20120209,100020021,1
000004.SZ,8.56,20120210,100020022,1
000004.SZ,8.59,20120213,100020023,1
000004.SZ,8.77,20120214,100020024,1
000004.SZ,8.75,20120215,100020025,1
000004.SZ,8.91,20120216,100020026,1
000004.SZ,8.97,20120217,100020027,1
000004.SZ,8.98,20120220,100020028,1
000004.SZ,8.86,20120221,100020029,1
000004.SZ,8.95,20120222,100020030,1
000004.SZ,9.12,20120223,100020031,0
000004.SZ,9.18,20120224,100020032,0
000004.SZ,9.26,20120227,100020033,0
000004.SZ,9.15,20120228,100020034,0
000004.SZ,9.26,20120229,100020035,0
000004.SZ,9.32,20120301,100020036,0
000004.SZ,9.78,20120302,100020037,0
000004.SZ,9.93,20120305,100020038,0
000004.SZ,9.77,20120306,100020039,0
000004.SZ,9.53,20120307,100020040,0
000004.SZ,9.63,20120308,100020041,0
000004.SZ,9.64,20120309,100020042,0
000004.SZ,10.12,20120312,100020043,0
000004.SZ,9.93,20120313,100020044,0
000004.SZ,10.04,20120314,100020045,0
000004.SZ,9.35,20120315,100020046,0
000004.SZ,9.12,20120316,100020047,0
000004.SZ,9.29,20120319,100020048,0
000004.SZ,9.39,20120320,100020049,0
000004.SZ,9.15,20120321,100020050,0
000004.SZ,9.06,20120322,100020051,0
000004.SZ,9.01,20120323,100020052,0
000004.SZ,9.04,20120326,100020053,0
000004.SZ,9.22,20120327,100020054,0
000004.SZ,8.97,20120328,100020055,0
000004.SZ,8.5,20120329,100020056,1
000004.SZ,8.35,20120330,100020057,1
000004.SZ,8.12,20120405,100020058,1
000004.SZ,8.38,20120406,100020059,1
000004.SZ,8.6,20120409,100020060,0
000004.SZ,8.44,20120410,100020061,1
000004.SZ,8.52,20120411,100020062,1
000004.SZ,8.73,20120412,100020063,0
000004.SZ,9.18,20120413,100020064,0
000004.SZ,9.12,20120416,100020065,0
000006.SZ,2.5712,20120104,100040000,1
000006.SZ,2.4845,20120105,100040001,1
000006.SZ,2.4969,20120106,100040002,1
000006.SZ,2.4845,20120109,100040003,1
000006.SZ,2.5774,20120110,100040004,1
000006.SZ,2.6394,20120111,100040005,1
000006.SZ,2.6084,20120112,100040006,1
000006.SZ,2.8314,20120113,100040007,0
000006.SZ,2.6828,20120116,100040008,1
000006.SZ,2.6704,20120117,100040009,1
000006.SZ,2.7323,20120118,100040010,0
000006.SZ,2.6828,20120119,100040011,1
000006.SZ,2.7323,20120120,100040012,1
000006.SZ,2.7633,20120130,100040013,1
000006.SZ,2.6828,20120131,100040014,1
000006.SZ,2.7261,20120201,100040015,1
000006.SZ,2.6951,20120202,100040016,1
000006.SZ,2.7695,20120203,100040017,1
000006.SZ,2.7819,20120206,100040018,1
000006.SZ,2.7633,20120207,100040019,1
000006.SZ,2.8129,20120208,100040020,1
000006.SZ,2.8438,20120209,100040021,1
000006.SZ,3.4077,20120312,100040043,0
000006.SZ,3.3457,20120313,100040044,0
000006.SZ,3.3209,20120314,100040045,0
000006.SZ,3.1041,20120315,100040046,0
000006.SZ,2.943,20120316,100040047,1
000006.SZ,3.0111,20120319,100040048,1
000006.SZ,3.0297,20120320,100040049,1
000006.SZ,3.0049,20120321,100040050,1
000006.SZ,2.9987,20120322,100040051,1
000006.SZ,2.9925,20120323,100040052,1
000006.SZ,3.1722,20120326,100040053,1
000006.SZ,3.3457,20120327,100040054,0
000006.SZ,3.1474,20120328,100040055,1
000006.SZ,3.2094,20120329,100040056,1
000006.SZ,3.3519,20120330,100040057,0
000006.SZ,3.3953,20120405,100040058,0
000006.SZ,3.3891,20120406,100040059,0
000006.SZ,3.2837,20120409,100040060,1
000006.SZ,3.2156,20120410,100040061,1
000006.SZ,3.2713,20120411,100040062,1
000007.SZ,4.6519,20120116,100050008,1
000007.SZ,4.6119,20120117,100050009,1
000007.SZ,4.8585,20120118,100050010,0
000007.SZ,4.7652,20120119,100050011,1
000007.SZ,4.7186,20120120,100050012,1
000007.SZ,4.8119,20120130,100050013,1
000007.SZ,4.7786,20120131,100050014,1
000007.SZ,4.6719,20120201,100050015,1
000007.SZ,4.6519,20120202,100050016,1
000007.SZ,4.6786,20120203,100050017,1
000007.SZ,4.8319,20120206,100050018,1
000007.SZ,5.0451,20120207,100050019,1
000007.SZ,4.9318,20120208,100050020,1
000007.SZ,5.1451,20120209,100050021,1
000007.SZ,5.1851,20120210,100050022,1
000007.SZ,5.3184,20120213,100050023,1
000007.SZ,5.4184,20120214,100050024,1
000007.SZ,5.5117,20120215,100050025,1
000007.SZ,7.711,20120316,100050047,0
000007.SZ,7.8043,20120319,100050048,0
000007.SZ,8.4175,20120320,100050049,0
000007.SZ,7.7043,20120321,100050050,0
000007.SZ,7.5511,20120322,100050051,0
000007.SZ,7.5644,20120323,100050052,0
000007.SZ,7.0512,20120326,100050053,1
000007.SZ,7.0312,20120327,100050054,1
000007.SZ,7.5977,20120328,100050055,0
000007.SZ,8.3975,20120504,100050077,1
000008.SZ,1.0102,20120405,100060058,0
000008.SZ,1.0158,20120406,100060059,0
000008.SZ,1.0238,20120409,100060060,0
000008.SZ,1.0068,20120410,100060061,0
000008.SZ,1.0102,20120411,100060062,0
000008.SZ,1.0113,20120412,100060063,0
000008.SZ,1.0385,20120413,100060064,0
000008.SZ,1.0839,20120416,100060065,0
000008.SZ,1.0499,20120417,100060066,0
000008.SZ,1.0499,20120418,100060067,0
000008.SZ,1.0578,20120419,100060068,0
000008.SZ,1.0487,20120420,100060069,0
000008.SZ,1.0238,20120423,100060070,0
000008.SZ,0.9648,20120424,100060071,1
000008.SZ,0.9523,20120425,100060072,1
000008.SZ,0.9807,20120426,100060073,1
000008.SZ,0.9864,20120427,100060074,1
000008.SZ,0.9818,20120502,100060075,1
000008.SZ,0.9421,20120503,100060076,1
000008.SZ,0.9773,20120504,100060077,1
000009.SZ,4.8377,20120104,100070000,0
000009.SZ,4.3951,20120105,100070001,1
000009.SZ,4.3864,20120106,100070002,1
000009.SZ,4.4302,20120109,100070003,1
000009.SZ,4.9297,20120110,100070004,1
000009.SZ,5.0261,20120111,100070005,1
000009.SZ,5.5213,20120112,100070006,0
000009.SZ,5.5213,20120113,100070007,0
000009.SZ,5.5432,20120116,100070008,0
000009.SZ,5.1269,20120117,100070009,1
000009.SZ,5.6177,20120118,100070010,1
000009.SZ,5.6922,20120119,100070011,0
000009.SZ,5.736,20120120,100070012,0
000009.SZ,5.6659,20120130,100070013,1
000009.SZ,5.5344,20120131,100070014,1
000009.SZ,5.587,20120201,100070015,1
000009.SZ,5.4643,20120202,100070016,1
000009.SZ,5.7185,20120203,100070017,1
000009.SZ,5.7842,20120206,100070018,0
000009.SZ,5.7535,20120207,100070019,1
000009.SZ,5.6528,20120208,100070020,1
000009.SZ,5.8938,20120209,100070021,0
000009.SZ,5.9551,20120210,100070022,0
000009.SZ,5.8938,20120213,100070023,0
000009.SZ,6.0033,20120214,100070024,0
000009.SZ,6.0252,20120215,100070025,0
000009.SZ,6.1348,20120216,100070026,0
000009.SZ,6.2794,20120217,100070027,0
000009.SZ,6.2443,20120220,100070028,0
000009.SZ,6.1041,20120221,100070029,0
000009.SZ,6.091,20120222,100070030,0
000009.SZ,6.2005,20120223,100070031,0
000009.SZ,6.0252,20120224,100070032,0
000009.SZ,6.1961,20120227,100070033,0
000009.SZ,6.0033,20120228,100070034,0
000009.SZ,5.4337,20120229,100070035,0
000009.SZ,5.3592,20120301,100070036,0
000009.SZ,5.4906,20120302,100070037,0
000009.SZ,5.5651,20120305,100070038,0
000009.SZ,5.4994,20120306,100070039,0
000009.SZ,5.4424,20120307,100070040,0
000009.SZ,5.4643,20120308,100070041,0
000009.SZ,5.5607,20120309,100070042,0
000009.SZ,5.552,20120312,100070043,0
000009.SZ,5.6308,20120313,100070044,0
000009.SZ,5.5914,20120314,100070045,0
000009.SZ,5.3285,20120315,100070046,0
000009.SZ,5.0086,20120316,100070047,0
000009.SZ,5.1269,20120319,100070048,0
000009.SZ,5.162,20120320,100070049,0
000009.SZ,5.0612,20120321,100070050,0
000009.SZ,5.1006,20120322,100070051,0
000009.SZ,5.0437,20120323,100070052,0
000009.SZ,4.864,20120326,100070053,0
000009.SZ,4.8684,20120327,100070054,0
000009.SZ,4.7939,20120328,100070055,0
000009.SZ,4.4959,20120329,100070056,1
000009.SZ,4.5266,20120330,100070057,1
000009.SZ,4.4609,20120405,100070058,1
000009.SZ,4.6055,20120406,100070059,1
000009.SZ,4.8903,20120409,100070060,1
000009.SZ,4.7939,20120410,100070061,1
000009.SZ,5.0218,20120411,100070062,0
000009.SZ,5.0787,20120412,100070063,0
000009.SZ,5.3022,20120413,100070064,0
000009.SZ,5.2584,20120416,100070065,0
000009.SZ,5.1883,20120417,100070066,0
000009.SZ,5.0743,20120418,100070067,0
000009.SZ,5.1883,20120419,100070068,0
000009.SZ,5.0919,20120420,100070069,0
000009.SZ,5.105,20120423,100070070,0
000009.SZ,4.7807,20120424,100070071,0
000009.SZ,4.8552,20120425,100070072,0
000009.SZ,4.9998,20120426,100070073,0
000009.SZ,4.956,20120427,100070074,0
000009.SZ,4.9648,20120502,100070075,0
000009.SZ,5.0218,20120503,100070076,0
000009.SZ,5.105,20120504,100070077,0
